"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","IC"
"45","lightyellow",TRUE,0.00895570891584205,9937,217,156,0.71889400921659,0.0156989030894636,"GO:0005737","GO:CC","cytoplasm",16963,402,"c(""GO:0005622"", ""GO:0110165"")",NA
"46","lightyellow",TRUE,0.0162935243537423,4850,217,89,0.410138248847926,0.0183505154639175,"GO:0005829","GO:CC","cytosol",16963,487,"c(""GO:0005737"", ""GO:0110165"")",NA
"47","magenta",TRUE,0.00480386699867298,4850,299,119,0.397993311036789,0.0245360824742268,"GO:0005829","GO:CC","cytosol",16963,487,"c(""GO:0005737"", ""GO:0110165"")",NA
"48","magenta",TRUE,0.0136638813359839,9937,299,208,0.695652173913043,0.0209318707859515,"GO:0005737","GO:CC","cytoplasm",16963,402,"c(""GO:0005622"", ""GO:0110165"")",NA
"49","magenta",TRUE,0.0329322844942605,12994,299,255,0.852842809364548,0.019624442050177,"GO:0005622","GO:CC","intracellular",16963,299,"GO:0005575",NA
"50","mediumorchid",TRUE,0.0299673319124678,4,56,2,0.0357142857142857,0.5,"GO:0047184","GO:MF","1-acylglycerophosphocholine O-acyltransferase activity",16268,7631,"GO:0008374",NA
"51","mediumpurple2",TRUE,0.00071611743628739,768,104,19,0.182692307692308,0.0247395833333333,"GO:0016071","GO:BP","mRNA metabolic process",15979,5718,"GO:0016070",NA
"52","mediumpurple2",TRUE,0.00127578809295765,115,104,8,0.0769230769230769,0.0695652173913043,"GO:0000184","GO:BP","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",15979,79,"GO:0000956",NA
"53","mediumpurple2",TRUE,0.00144992884368736,206,104,10,0.0961538461538462,0.0485436893203883,"GO:0000956","GO:BP","nuclear-transcribed mRNA catabolic process",15979,338,"GO:0006402",NA
"54","mediumpurple2",TRUE,0.00326018849782263,91,104,7,0.0673076923076923,0.0769230769230769,"GO:0006614","GO:BP","SRP-dependent cotranslational protein targeting to membrane",15979,2620,"c(""GO:0006613"", ""GO:0045047"")",NA
"55","mediumpurple2",TRUE,0.00340237597813181,176,104,9,0.0865384615384615,0.0511363636363636,"GO:0019083","GO:BP","viral transcription",15979,6495,"c(""GO:0016032"", ""GO:0019080"")",NA
"56","mediumpurple2",TRUE,0.00373524118488649,178,104,9,0.0865384615384615,0.050561797752809,"GO:0006413","GO:BP","translational initiation",15979,2437,"c(""GO:0006412"", ""GO:0044237"")",NA
"57","mediumpurple2",TRUE,0.00533120483402657,356,104,12,0.115384615384615,0.0337078651685393,"GO:0006402","GO:BP","mRNA catabolic process",15979,2427,"c(""GO:0006401"", ""GO:0010629"", ""GO:0016071"")",NA
"58","mediumpurple2",TRUE,0.00536896043177259,98,104,7,0.0673076923076923,0.0714285714285714,"GO:0006613","GO:BP","cotranslational protein targeting to membrane",15979,2619,"GO:0006612",NA
"59","mediumpurple2",TRUE,0.0072550864640871,193,104,9,0.0865384615384615,0.0466321243523316,"GO:0019080","GO:BP","viral gene expression",15979,6492,"GO:0016032",NA
"60","mediumpurple2",TRUE,0.00851077915439932,105,104,7,0.0673076923076923,0.0666666666666667,"GO:0045047","GO:BP","protein targeting to ER",15979,13225,"c(""GO:0006605"", ""GO:0072599"")",NA
"61","mediumpurple2",TRUE,0.0109075714731729,109,104,7,0.0673076923076923,0.0642201834862385,"GO:0072599","GO:BP","establishment of protein localization to endoplasmic reticulum",15979,20662,"c(""GO:0070972"", ""GO:0072594"")",NA
"62","mediumpurple2",TRUE,0.015335137576245,395,104,12,0.115384615384615,0.030379746835443,"GO:0006401","GO:BP","RNA catabolic process",15979,2426,"c(""GO:0016070"", ""GO:0034655"", ""GO:0044265"")",NA
"63","mediumpurple2",TRUE,0.0381838331040227,132,104,7,0.0673076923076923,0.053030303030303,"GO:0070972","GO:BP","protein localization to endoplasmic reticulum",15979,19447,"GO:0033365",NA
"64","mediumpurple2",TRUE,0.000144625849145625,106,112,8,0.0714285714285714,0.0754716981132075,"GO:0022626","GO:CC","cytosolic ribosome",16963,1034,"c(""GO:0005829"", ""GO:0005840"")",NA
"65","mediumpurple2",TRUE,0.000584074176618023,57,112,6,0.0535714285714286,0.105263157894737,"GO:0022625","GO:CC","cytosolic large ribosomal subunit",16963,1033,"c(""GO:0015934"", ""GO:0022626"")",NA
"66","mediumpurple2",TRUE,0.00125390877534915,188,112,9,0.0803571428571429,0.0478723404255319,"GO:0044391","GO:CC","ribosomal subunit",16963,2355,"c(""GO:0005840"", ""GO:1990904"")",NA
"67","mediumpurple2",TRUE,0.00322668738437557,115,112,7,0.0625,0.0608695652173913,"GO:0015934","GO:CC","large ribosomal subunit",16963,857,"GO:0044391",NA
"68","mediumpurple2",TRUE,0.0034424567606873,213,112,9,0.0803571428571429,0.0422535211267606,"GO:0005840","GO:CC","ribosome",16963,497,"GO:0043232",NA
"69","mediumpurple2",TRUE,0.0126401806621785,30,112,4,0.0357142857142857,0.133333333333333,"GO:0042788","GO:CC","polysomal ribosome",16963,2109,"c(""GO:0005840"", ""GO:0005844"")",NA
"70","mediumpurple2",TRUE,0.022646145458246,637,112,14,0.125,0.021978021978022,"GO:1990904","GO:CC","ribonucleoprotein complex",16963,4437,"GO:0032991",NA
"71","mediumpurple2",TRUE,0.0233814442158782,67,112,5,0.0446428571428571,0.0746268656716418,"GO:0005844","GO:CC","polysome",16963,498,"GO:1990904",NA
"72","mediumpurple2",TRUE,0.00339594960546558,144,114,8,0.0701754385964912,0.0555555555555556,"GO:0003735","GO:MF","structural constituent of ribosome",16268,457,"GO:0005198",NA
"73","mediumpurple2",TRUE,4.99795066782702e-05,134,59,9,0.152542372881356,0.0671641791044776,"KEGG:03010","KEGG","Ribosome",7747,203,"KEGG:00000",NA
"74","mediumpurple2",TRUE,6.52732308596065e-05,116,79,9,0.113924050632911,0.0775862068965517,"REAC:R-HSA-927802","REAC","Nonsense-Mediated Decay (NMD)",10588,1438,"REAC:R-HSA-8953854",NA
"75","mediumpurple2",TRUE,6.52732308596065e-05,116,79,9,0.113924050632911,0.0775862068965517,"REAC:R-HSA-975957","REAC","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",10588,1436,"REAC:R-HSA-927802",NA
"76","mediumpurple2",TRUE,0.000114804597545562,90,79,8,0.10126582278481,0.0888888888888889,"REAC:R-HSA-192823","REAC","Viral mRNA Translation",10588,2341,"REAC:R-HSA-168273",NA
"77","mediumpurple2",TRUE,0.000114804597545562,90,79,8,0.10126582278481,0.0888888888888889,"REAC:R-HSA-156902","REAC","Peptide chain elongation",10588,1544,"REAC:R-HSA-156842",NA
"78","mediumpurple2",TRUE,0.000160962891654998,94,79,8,0.10126582278481,0.0851063829787234,"REAC:R-HSA-72764","REAC","Eukaryotic Translation Termination",10588,782,"REAC:R-HSA-72766",NA
"79","mediumpurple2",TRUE,0.000160962891654998,94,79,8,0.10126582278481,0.0851063829787234,"REAC:R-HSA-2408557","REAC","Selenocysteine synthesis",10588,1926,"REAC:R-HSA-2408522",NA
"80","mediumpurple2",TRUE,0.000160962891654998,94,79,8,0.10126582278481,0.0851063829787234,"REAC:R-HSA-156842","REAC","Eukaryotic Translation Elongation",10588,780,"REAC:R-HSA-72766",NA
"81","mediumpurple2",TRUE,0.00018946075412704,96,79,8,0.10126582278481,0.0833333333333333,"REAC:R-HSA-975956","REAC","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)",10588,1437,"REAC:R-HSA-927802",NA
"82","mediumpurple2",TRUE,0.000210440531998156,133,79,9,0.113924050632911,0.0676691729323308,"REAC:R-HSA-168273","REAC","Influenza Viral RNA Transcription and Replication",10588,1060,"REAC:R-HSA-168255",NA
"83","mediumpurple2",TRUE,0.000302275495447033,102,79,8,0.10126582278481,0.0784313725490196,"REAC:R-HSA-9633012","REAC","Response of EIF2AK4 (GCN2) to amino acid deficiency",10588,1844,"REAC:R-HSA-2262752",NA
"84","mediumpurple2",TRUE,0.000302275495447033,102,79,8,0.10126582278481,0.0784313725490196,"REAC:R-HSA-72689","REAC","Formation of a pool of free 40S subunits",10588,854,"REAC:R-HSA-72737",NA
"85","mediumpurple2",TRUE,0.000617332414600919,112,79,8,0.10126582278481,0.0714285714285714,"REAC:R-HSA-156827","REAC","L13a-mediated translational silencing of Ceruloplasmin expression",10588,1163,"REAC:R-HSA-72613",NA
"86","mediumpurple2",TRUE,0.000647058722601168,152,79,9,0.113924050632911,0.0592105263157895,"REAC:R-HSA-168255","REAC","Influenza Infection",10588,1059,"REAC:R-HSA-5663205",NA
"87","mediumpurple2",TRUE,0.000660402167256942,113,79,8,0.10126582278481,0.0707964601769911,"REAC:R-HSA-72706","REAC","GTP hydrolysis and joining of the 60S ribosomal subunit",10588,916,"REAC:R-HSA-72737",NA
"88","mediumpurple2",TRUE,0.000660402167256942,113,79,8,0.10126582278481,0.0707964601769911,"REAC:R-HSA-1799339","REAC","SRP-dependent cotranslational protein targeting to membrane",10588,1898,"REAC:R-HSA-72766",NA
"89","mediumpurple2",TRUE,0.000859243401723558,117,79,8,0.10126582278481,0.0683760683760684,"REAC:R-HSA-2408522","REAC","Selenoamino acid metabolism",10588,1925,"REAC:R-HSA-71291",NA
