"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","IC"
"1","bisque4",TRUE,0.0075738268135937,12994,240,209,0.870833333333333,0.0160843466215176,"GO:0005622","GO:CC","intracellular",16963,299,"GO:0005575",NA
"2","bisque4",TRUE,0.0221721909430366,4850,240,96,0.4,0.0197938144329897,"GO:0005829","GO:CC","cytosol",16963,487,"c(""GO:0005737"", ""GO:0110165"")",NA
"3","bisque4",TRUE,0.0272730920854265,9588,240,164,0.683333333333333,0.017104714226116,"GO:0043231","GO:CC","intracellular membrane-bounded organelle",16963,2153,"c(""GO:0043227"", ""GO:0043229"")",NA
"4","bisque4",TRUE,0.0295689298030979,3932,240,81,0.3375,0.0206002034587996,"GO:0005654","GO:CC","nucleoplasm",16963,327,"c(""GO:0031981"", ""GO:0110165"")",NA
"5","bisque4",TRUE,0.0424982496302885,11093,240,183,0.7625,0.0164968899305869,"GO:0043229","GO:CC","intracellular organelle",16963,2151,"c(""GO:0005622"", ""GO:0043226"")",NA
"6","bisque4",TRUE,0.0217049741200973,67,157,7,0.0445859872611465,0.104477611940299,"REAC:R-HSA-400253","REAC","Circadian Clock",10588,333,"REAC:0000000",NA
"7","black",TRUE,0.0106471617013487,46,238,6,0.0252100840336134,0.130434782608696,"GO:0022627","GO:CC","cytosolic small ribosomal subunit",16963,1035,"c(""GO:0015935"", ""GO:0022626"")",NA
"8","black",TRUE,0.000156407800177798,38,135,7,0.0518518518518519,0.184210526315789,"REAC:R-HSA-390471","REAC","Association of TriC/CCT with target proteins during biosynthesis",10588,170,"REAC:R-HSA-390466",NA
"9","black",TRUE,0.0099863334426181,95,135,8,0.0592592592592593,0.0842105263157895,"REAC:R-HSA-390466","REAC","Chaperonin-mediated protein folding",10588,317,"REAC:R-HSA-391251",NA
"10","black",TRUE,0.0167205781449742,102,135,8,0.0592592592592593,0.0784313725490196,"REAC:R-HSA-391251","REAC","Protein folding",10588,1631,"REAC:R-HSA-392499",NA
"11","blue",TRUE,0.00274438079281704,11333,253,200,0.790513833992095,0.0176475778699374,"GO:0043227","GO:CC","membrane-bounded organelle",16963,2149,"GO:0043226",NA
"12","blue",TRUE,0.00413393509134702,12231,253,211,0.83399209486166,0.0172512468318208,"GO:0043226","GO:CC","organelle",16963,2148,"GO:0110165",NA
"13","blue",TRUE,0.00896019337189085,4723,253,100,0.395256916996047,0.0211729832733432,"GO:0032991","GO:CC","protein-containing complex",16963,1590,"GO:0005575",NA
"14","brown4",TRUE,0.0297242482423461,161,85,8,0.0941176470588235,0.0496894409937888,"KEGG:05206","KEGG","MicroRNAs in cancer",7747,430,"KEGG:00000",NA
"15","brown4",TRUE,0.0267690424641464,36,131,5,0.0381679389312977,0.138888888888889,"REAC:R-HSA-111996","REAC","Ca-dependent events",10588,271,"REAC:R-HSA-112043",NA
"16","cyan",TRUE,0.0280702267542635,193,153,10,0.065359477124183,0.0518134715025907,"GO:0019080","GO:BP","viral gene expression",15979,6492,"GO:0016032",NA
"17","cyan",TRUE,0.000859169439856198,11093,152,125,0.822368421052632,0.0112683674389254,"GO:0043229","GO:CC","intracellular organelle",16963,2151,"c(""GO:0005622"", ""GO:0043226"")",NA
"18","cyan",TRUE,0.00380077910617305,12994,152,137,0.901315789473684,0.0105433276897029,"GO:0005622","GO:CC","intracellular",16963,299,"GO:0005575",NA
"19","cyan",TRUE,0.00739634934460572,12231,152,131,0.861842105263158,0.0107104897391873,"GO:0043226","GO:CC","organelle",16963,2148,"GO:0110165",NA
"20","cyan",TRUE,0.00286831455872017,152,94,9,0.0957446808510638,0.0592105263157895,"REAC:R-HSA-168255","REAC","Influenza Infection",10588,1059,"REAC:R-HSA-5663205",NA
"21","cyan",TRUE,0.0084196102969391,133,94,8,0.0851063829787234,0.0601503759398496,"REAC:R-HSA-168273","REAC","Influenza Viral RNA Transcription and Replication",10588,1060,"REAC:R-HSA-168255",NA
"22","darkgrey",TRUE,0.000551711893412677,1291,249,41,0.164658634538153,0.0317583268783888,"GO:1902494","GO:CC","catalytic complex",16963,3994,"GO:0032991",NA
"23","darkgrey",TRUE,0.0135368373594296,757,249,26,0.104417670682731,0.0343461030383091,"GO:1990234","GO:CC","transferase complex",16963,4201,"GO:1902494",NA
"24","darkgrey",TRUE,0.0230886853555857,3932,249,84,0.337349397590361,0.0213631739572737,"GO:0005654","GO:CC","nucleoplasm",16963,327,"c(""GO:0031981"", ""GO:0110165"")",NA
"25","darkgrey",TRUE,0.041460913566669,79,249,7,0.0281124497991968,0.0886075949367089,"GO:0000123","GO:CC","histone acetyltransferase complex",16963,10,"c(""GO:0005654"", ""GO:0031248"")",NA
"26","darkmagenta",TRUE,0.0146327498130733,15,213,4,0.0187793427230047,0.266666666666667,"GO:0005237","GO:MF","inhibitory extracellular ligand-gated ion channel activity",16268,1743,"GO:0005230",NA
"27","darkmagenta",TRUE,0.0398761563235266,19,213,4,0.0187793427230047,0.210526315789474,"GO:0099095","GO:MF","ligand-gated anion channel activity",16268,10523,"c(""GO:0005253"", ""GO:0015276"")",NA
"28","darkolivegreen",TRUE,0.00550531987159554,178,138,10,0.072463768115942,0.0561797752808989,"GO:0006413","GO:BP","translational initiation",15979,2437,"c(""GO:0006412"", ""GO:0044237"")",NA
"29","darkolivegreen",TRUE,0.0315175664954289,132,138,8,0.0579710144927536,0.0606060606060606,"GO:0070972","GO:BP","protein localization to endoplasmic reticulum",15979,19447,"GO:0033365",NA
"30","darkolivegreen",TRUE,0.00139395794019958,106,152,8,0.0526315789473684,0.0754716981132075,"GO:0022626","GO:CC","cytosolic ribosome",16963,1034,"c(""GO:0005829"", ""GO:0005840"")",NA
"31","darkolivegreen",TRUE,0.00630738289887505,213,152,10,0.0657894736842105,0.0469483568075117,"GO:0005840","GO:CC","ribosome",16963,497,"GO:0043232",NA
"32","darkolivegreen",TRUE,0.0103993726564087,12994,152,136,0.894736842105263,0.0104663690934277,"GO:0005622","GO:CC","intracellular",16963,299,"GO:0005575",NA
"33","darkolivegreen",TRUE,0.0437042132721562,57,152,5,0.0328947368421053,0.087719298245614,"GO:0022625","GO:CC","cytosolic large ribosomal subunit",16963,1033,"c(""GO:0015934"", ""GO:0022626"")",NA
"34","darkolivegreen",TRUE,0.0345082890584686,144,151,8,0.0529801324503311,0.0555555555555556,"GO:0003735","GO:MF","structural constituent of ribosome",16268,457,"GO:0005198",NA
"35","darkolivegreen",TRUE,0.00333814344808459,134,75,8,0.106666666666667,0.0597014925373134,"KEGG:03010","KEGG","Ribosome",7747,203,"KEGG:00000",NA
