"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","IC"
"277","yellowgreen",TRUE,0.0327513562762896,594,278,23,0.0827338129496403,0.0387205387205387,"GO:0005740","GO:CC","mitochondrial envelope",16963,404,"c(""GO:0005739"", ""GO:0031967"")",NA
"278","yellowgreen",TRUE,0.0406651404851862,3932,278,91,0.327338129496403,0.0231434384537131,"GO:0005654","GO:CC","nucleoplasm",16963,327,"c(""GO:0031981"", ""GO:0110165"")",NA
"279","yellowgreen",TRUE,0.00760436244577615,1736,271,52,0.191881918819188,0.0299539170506912,"GO:0003723","GO:MF","RNA binding",16268,446,"GO:0003676",NA
"280","yellowgreen",TRUE,0.0399580196971079,3775,271,90,0.33210332103321,0.023841059602649,"GO:1901363","GO:MF","heterocyclic compound binding",16268,11870,"GO:0005488",NA
"281","yellowgreen",TRUE,0.0237857051789504,134,150,10,0.0666666666666667,0.0746268656716418,"KEGG:03010","KEGG","Ribosome",7747,203,"KEGG:00000",NA
"282","yellowgreen",TRUE,3.46475340894766e-06,292,203,23,0.113300492610837,0.0787671232876712,"REAC:R-HSA-72766","REAC","Translation",10588,2264,"REAC:R-HSA-392499",NA
"283","yellowgreen",TRUE,0.000100951106491406,2012,203,69,0.339901477832512,0.0342942345924453,"REAC:R-HSA-392499","REAC","Metabolism of proteins",10588,1281,"REAC:0000000",NA
"284","yellowgreen",TRUE,0.00210024376767505,171,203,14,0.0689655172413793,0.0818713450292398,"REAC:R-HSA-9010553","REAC","Regulation of expression of SLITs and ROBOs",10588,1795,"REAC:R-HSA-376176",NA
"285","yellowgreen",TRUE,0.00434679171675224,113,203,11,0.0541871921182266,0.0973451327433628,"REAC:R-HSA-1799339","REAC","SRP-dependent cotranslational protein targeting to membrane",10588,1898,"REAC:R-HSA-72766",NA
"286","yellowgreen",TRUE,0.00752787103149675,217,203,15,0.0738916256157636,0.0691244239631336,"REAC:R-HSA-376176","REAC","Signaling by ROBO receptors",10588,2014,"REAC:R-HSA-422475",NA
"287","yellowgreen",TRUE,0.0320584744317071,94,203,9,0.0443349753694581,0.0957446808510638,"REAC:R-HSA-156842","REAC","Eukaryotic Translation Elongation",10588,780,"REAC:R-HSA-72766",NA
"288","yellowgreen",TRUE,0.0339025726495992,117,203,10,0.0492610837438424,0.0854700854700855,"REAC:R-HSA-2408522","REAC","Selenoamino acid metabolism",10588,1925,"REAC:R-HSA-71291",NA
